"future","playerID","firstName","lastName","name","team","logo","playerURL","hardrock_odds","hardrock_line","hardrock_mult","hardrock_winPct","hardrock_win","hardrock_odds_under","hardrock_mult_under","hardrock_win_under","draftkings_odds","draftkings_line","draftkings_mult","draftkings_winPct","draftkings_win","draftkings_odds_under","draftkings_mult_under","draftkings_win_under","fanduel_odds","fanduel_line","fanduel_mult","fanduel_winPct","fanduel_win","fanduel_odds_under","fanduel_mult_under","fanduel_win_under","mgm_odds","mgm_line","mgm_mult","mgm_winPct","mgm_win","mgm_odds_under","mgm_mult_under","mgm_win_under","betrivers_odds","betrivers_line","betrivers_mult","betrivers_winPct","betrivers_win","betrivers_odds_under","betrivers_mult_under","betrivers_win_under","caesars_odds","caesars_line","caesars_mult","caesars_winPct","caesars_win","caesars_odds_under","caesars_mult_under","caesars_win_under","thescore_odds","thescore_line","thescore_mult","thescore_winPct","thescore_win","thescore_odds_under","thescore_mult_under","thescore_win_under","circasports_odds","circasports_line","circasports_mult","circasports_winPct","circasports_win","circasports_odds_under","circasports_mult_under","circasports_win_under","best_oddsBook","best_odds","best_line","best_mult","best_winPct","best_win","date"
"Rookie","6548","Cooper","Flagg","Cooper Flagg","DAL","https://content.rotowire.com/images/teamlogo/basketball/100DAL.png?v=10","/betting/nba/player/cooper-flagg-odds-6548","-700","0.0",0.142857142857143,"78.5","2.86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hardrock","-700","0.0",0.142857142857143,NA,"2.86",2026-07-17
"Rookie","6923","Cameron","Boozer","Cameron Boozer","MEM","https://content.rotowire.com/images/teamlogo/basketball/100MEM.png?v=10","/betting/nba/player/cameron-boozer-odds-6923",NA,NA,NA,NA,NA,NA,NA,NA,"330","0.0",3.3,"16.5","66.00",NA,NA,NA,"300","0.0",3,"17.3","60.00",NA,NA,NA,"250","0.0",2.5,"19.1","50.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"325","0.0",3.25,"16.6","65.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","330","0.0",3.3,NA,"66.00",2026-07-17
"Rookie","6540","Kon","Knueppel","Kon Knueppel","CHA","https://content.rotowire.com/images/teamlogo/basketball/100CHA.png?v=10","/betting/nba/player/kon-knueppel-odds-6540","350","0.0",3.5,"19.9","70.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hardrock","350","0.0",3.5,NA,"70.00",2026-07-17
"Rookie","6924","Darryn","Peterson","Darryn Peterson","UTA","https://content.rotowire.com/images/teamlogo/basketball/100UTA.png?v=10","/betting/nba/player/darryn-peterson-odds-6924",NA,NA,NA,NA,NA,NA,NA,NA,"330","0.0",3.3,"16.5","66.00",NA,NA,NA,"300","0.0",3,"17.3","60.00",NA,NA,NA,"325","0.0",3.25,"15.8","65.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"350","0.0",3.5,"15.7","70.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"thescore","350","0.0",3.5,NA,"70.00",2026-07-17
"Rookie","6925","AJ","Dybantsa","AJ Dybantsa","WAS","https://content.rotowire.com/images/teamlogo/basketball/100WAS.png?v=10","/betting/nba/player/aj-dybantsa-odds-6925",NA,NA,NA,NA,NA,NA,NA,NA,"380","0.0",3.8,"14.8","76.00",NA,NA,NA,"400","0.0",4,"13.9","80.00",NA,NA,NA,"400","0.0",4,"13.4","80.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"375","0.0",3.75,"14.8","75.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fanduel","400","0.0",4,NA,"80.00",2026-07-17
"Rookie","6934","Jaylin","Sellers","Jaylin Sellers","CHI","https://content.rotowire.com/images/teamlogo/basketball/100CHI.png?v=10","/betting/nba/player/jaylin-sellers-odds-6934",NA,NA,NA,NA,NA,NA,NA,NA,"370","0.0",3.7,"15.1","74.00",NA,NA,NA,"400","0.0",4,"13.9","80.00",NA,NA,NA,"400","0.0",4,"13.4","80.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"375","0.0",3.75,"14.8","75.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fanduel","400","0.0",4,NA,"80.00",2026-07-17
"Rookie","6926","Caleb","Wilson","Caleb Wilson","CHI","https://content.rotowire.com/images/teamlogo/basketball/100CHI.png?v=10","/betting/nba/player/caleb-wilson-odds-6926",NA,NA,NA,NA,NA,NA,NA,NA,"425","0.0",4.25,"13.5","85.00",NA,NA,NA,"500","0.0",5,"11.6","100.00",NA,NA,NA,"500","0.0",5,"11.2","100.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"450","0.0",4.5,"12.8","90.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fanduel","500","0.0",5,NA,"100.00",2026-07-17
"Rookie","6931","Darius","Acuff","Darius Acuff","SAC","https://content.rotowire.com/images/teamlogo/basketball/100SAC.png?v=10","/betting/nba/player/darius-acuff-odds-6931",NA,NA,NA,NA,NA,NA,NA,NA,"900","0.0",9,"7.1","180.00",NA,NA,NA,"750","0.0",7.5,"8.2","150.00",NA,NA,NA,"750","0.0",7.5,"7.9","150.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"800","0.0",8,"7.8","160.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","900","0.0",9,NA,"180.00",2026-07-17
"Rookie","6929","Mikel","Brown","Mikel Brown","BKN","https://content.rotowire.com/images/teamlogo/basketball/100BKN.png?v=10","/betting/nba/player/mikel-brown-odds-6929",NA,NA,NA,NA,NA,NA,NA,NA,"2500","0.0",25,"2.7","500.00",NA,NA,NA,"2000","0.0",20,"3.3","400.00",NA,NA,NA,"1600","0.0",16,"3.9","320.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000","0.0",20,"3.4","400.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","2500","0.0",25,NA,"500.00",2026-07-17
"Rookie","6562","Yaxel","Lendeborg","Yaxel Lendeborg","GSW","https://content.rotowire.com/images/teamlogo/basketball/100GSW.png?v=10","/betting/nba/player/yaxel-lendeborg-odds-6562",NA,NA,NA,NA,NA,NA,NA,NA,"2500","0.0",25,"2.7","500.00",NA,NA,NA,"2000","0.0",20,"3.3","400.00",NA,NA,NA,"2000","0.0",20,"3.2","400.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000","0.0",20,"3.4","400.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","2500","0.0",25,NA,"500.00",2026-07-17
"Rookie","6928","Keaton","Wagler","Keaton Wagler","LAC","https://content.rotowire.com/images/teamlogo/basketball/100LAC.png?v=10","/betting/nba/player/keaton-wagler-odds-6928",NA,NA,NA,NA,NA,NA,NA,NA,"4000","0.0",40,"1.7","800.00",NA,NA,NA,"3000","0.0",30,"2.2","600.00",NA,NA,NA,"2500","0.0",25,"2.6","500.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3000","0.0",30,"2.3","600.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","4000","0.0",40,NA,"800.00",2026-07-17
"Rookie","6550","VJ","Edgecombe","VJ Edgecombe","PHI","https://content.rotowire.com/images/teamlogo/basketball/100PHI.png?v=10","/betting/nba/player/vj-edgecombe-odds-6550","7500","0.0",75,"1.2","1,500.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hardrock","7500","0.0",75,NA,"1,500.00",2026-07-17
"Rookie","6967","Brayden","Burries","Brayden Burries","MIL","https://content.rotowire.com/images/teamlogo/basketball/100MIL.png?v=10","/betting/nba/player/brayden-burries-odds-6967",NA,NA,NA,NA,NA,NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,"6000","0.0",60,"1.1","1,200.00",NA,NA,NA,"5000","0.0",50,"1.3","1,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6600","0.0",66,"1.1","1,320.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","10000","0.0",100,NA,"2,000.00",2026-07-17
"Rookie","6927","Kingston","Flemings","Kingston Flemings","ATL","https://content.rotowire.com/images/teamlogo/basketball/100ATL.png?v=10","/betting/nba/player/kingston-flemings-odds-6927",NA,NA,NA,NA,NA,NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","10000","0.0",100,NA,"2,000.00",2026-07-17
"Rookie","6971","Morez","Johnson","Morez Johnson","DAL","https://content.rotowire.com/images/teamlogo/basketball/100DAL.png?v=10","/betting/nba/player/morez-johnson-odds-6971",NA,NA,NA,NA,NA,NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","10000","0.0",100,NA,"2,000.00",2026-07-17
"Rookie","6965","Nate","Ament","Nate Ament","MIL","https://content.rotowire.com/images/teamlogo/basketball/100MIL.png?v=10","/betting/nba/player/nate-ament-odds-6965",NA,NA,NA,NA,NA,NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,"15000","0.0",150,"0.5","3,000.00",NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15000","0.0",150,"0.5","3,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fanduel","15000","0.0",150,NA,"3,000.00",2026-07-17
"Rookie","6978","Christian","Anderson","Christian Anderson","CHA","https://content.rotowire.com/images/teamlogo/basketball/100CHA.png?v=10","/betting/nba/player/christian-anderson-odds-6978",NA,NA,NA,NA,NA,NA,NA,NA,"15000","0.0",150,"0.5","3,000.00",NA,NA,NA,"7500","0.0",75,"0.9","1,500.00",NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8000","0.0",80,"0.9","1,600.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","15000","0.0",150,NA,"3,000.00",2026-07-17
